I, [2024-11-02T14:50:33.139619 #66487]  INFO -- : Application started
I, [2024-11-02T15:51:20.618328 #3568]  INFO -- : Added item: Оренда: Ціна: 17489 грн, Адреса: Suite 789 727 Waelchi Hills, Lake Dulce, VT 97019-6415, Площа: 147 м², Кімнат: 1, Зображення: images/voluptate.jpg
I, [2024-11-02T15:51:20.620816 #3568]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 836 82741 Charlie Stream, Rachellchester, IL 53282-0791
I, [2024-11-02T15:51:20.621527 #3568]  INFO -- : Added item: Оренда: Ціна: 13824 грн, Адреса: Suite 836 82741 Charlie Stream, Rachellchester, IL 53282-0791, Площа: 104 м², Кімнат: 1, Зображення: images/sapiente.jpg
I, [2024-11-02T15:51:20.624817 #3568]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 458 Reilly Views, Lake Ellamaetown, NY 63964
I, [2024-11-02T15:51:20.625380 #3568]  INFO -- : Added item: Оренда: Ціна: 16747 грн, Адреса: 458 Reilly Views, Lake Ellamaetown, NY 63964, Площа: 40 м², Кімнат: 4, Зображення: images/magni.jpg
I, [2024-11-02T15:51:20.629944 #3568]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 453 53105 Sylvester Skyway, Ratkeview, NE 59509
I, [2024-11-02T15:51:20.630214 #3568]  INFO -- : Added item: Оренда: Ціна: 5581 грн, Адреса: Suite 453 53105 Sylvester Skyway, Ratkeview, NE 59509, Площа: 44 м², Кімнат: 4, Зображення: images/neque.jpg
I, [2024-11-02T15:51:20.631951 #3568]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 846 173 Eli Unions, Lake Sofia, WV 91459-4969
I, [2024-11-02T15:51:20.632375 #3568]  INFO -- : Added item: Оренда: Ціна: 12729 грн, Адреса: Suite 846 173 Eli Unions, Lake Sofia, WV 91459-4969, Площа: 77 м², Кімнат: 1, Зображення: images/quae.jpg
I, [2024-11-02T15:51:20.634912 #3568]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 747 82654 Thanh Estates, East Carmen, MS 34864-8817
I, [2024-11-02T15:51:20.635223 #3568]  INFO -- : Added item: Оренда: Ціна: 18979 грн, Адреса: Suite 747 82654 Thanh Estates, East Carmen, MS 34864-8817, Площа: 146 м², Кімнат: 5, Зображення: images/optio.jpg
I, [2024-11-02T15:51:20.636668 #3568]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 294 205 Johnston Vista, Schummview, MS 98756-2692
I, [2024-11-02T15:51:20.637021 #3568]  INFO -- : Added item: Оренда: Ціна: 12847 грн, Адреса: Suite 294 205 Johnston Vista, Schummview, MS 98756-2692, Площа: 173 м², Кімнат: 4, Зображення: images/consequatur.jpg
I, [2024-11-02T15:51:20.638793 #3568]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 527 Dawn Inlet, South Wm, ND 32064-9069
I, [2024-11-02T15:51:20.639373 #3568]  INFO -- : Added item: Оренда: Ціна: 10636 грн, Адреса: 527 Dawn Inlet, South Wm, ND 32064-9069, Площа: 177 м², Кімнат: 2, Зображення: images/maiores.jpg
I, [2024-11-02T15:51:20.640759 #3568]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 3274 Jordan Street, Katharynfort, IL 09485-1788
I, [2024-11-02T15:51:20.641077 #3568]  INFO -- : Added item: Оренда: Ціна: 5141 грн, Адреса: 3274 Jordan Street, Katharynfort, IL 09485-1788, Площа: 48 м², Кімнат: 3, Зображення: images/aut.jpg
I, [2024-11-02T15:51:20.641923 #3568]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 301 Marvin Harbors, Schinnershire, PA 04568
I, [2024-11-02T15:51:20.642255 #3568]  INFO -- : Added item: Оренда: Ціна: 11654 грн, Адреса: 301 Marvin Harbors, Schinnershire, PA 04568, Площа: 101 м², Кімнат: 5, Зображення: images/dolorem.jpg
I, [2024-11-02T15:51:20.642557 #3568]  INFO -- : Generated 10 test items
I, [2024-11-02T15:51:20.661786 #3568]  INFO -- : Saved items to output/items.txt
I, [2024-11-02T15:51:20.662745 #3568]  INFO -- : Saved items to output/items.csv
I, [2024-11-02T15:51:20.663344 #3568]  INFO -- : Saved items to output/items.json
I, [2024-11-02T15:51:20.690561 #3568]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-02T15:51:44.796010 #592]  INFO -- : Application started
I, [2024-11-02T15:51:46.502401 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 8184 Ashley Causeway, Donnellyborough, DE 15025-3882
I, [2024-11-02T15:51:46.502777 #592]  INFO -- : Створено об'єкт RentalItem: Оренда: Ціна: 17888 грн, Адреса: 8184 Ashley Causeway, Donnellyborough, DE 15025-3882, Площа: 198 м², Кімнат: 5, Зображення: images/voluptas.jpg
I, [2024-11-02T15:51:46.504187 #592]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-02T15:51:46.505233 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 464 844 O'Connell Ridges, New Kamalafort, RI 89194
I, [2024-11-02T15:51:46.505561 #592]  INFO -- : Added item: Оренда: Ціна: 7805 грн, Адреса: Apt. 464 844 O'Connell Ridges, New Kamalafort, RI 89194, Площа: 32 м², Кімнат: 5, Зображення: images/ut.jpg
I, [2024-11-02T15:51:46.506702 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 38159 Gislason Meadows, Edwardofort, NE 62925
I, [2024-11-02T15:51:46.506985 #592]  INFO -- : Added item: Оренда: Ціна: 5414 грн, Адреса: 38159 Gislason Meadows, Edwardofort, NE 62925, Площа: 107 м², Кімнат: 4, Зображення: images/est.jpg
I, [2024-11-02T15:51:46.507898 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 8112 Virgilio Avenue, Harveyton, WV 82405-9860
I, [2024-11-02T15:51:46.508231 #592]  INFO -- : Added item: Оренда: Ціна: 15850 грн, Адреса: 8112 Virgilio Avenue, Harveyton, WV 82405-9860, Площа: 80 м², Кімнат: 2, Зображення: images/natus.jpg
I, [2024-11-02T15:51:46.509215 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 4499 Nickie Road, Langworthside, LA 03631-1848
I, [2024-11-02T15:51:46.509507 #592]  INFO -- : Added item: Оренда: Ціна: 11429 грн, Адреса: 4499 Nickie Road, Langworthside, LA 03631-1848, Площа: 200 м², Кімнат: 1, Зображення: images/eum.jpg
I, [2024-11-02T15:51:46.510451 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 714 19146 Davis Locks, East Arliefurt, ND 88206-8727
I, [2024-11-02T15:51:46.510743 #592]  INFO -- : Added item: Оренда: Ціна: 14338 грн, Адреса: Suite 714 19146 Davis Locks, East Arliefurt, ND 88206-8727, Площа: 50 м², Кімнат: 4, Зображення: images/et.jpg
I, [2024-11-02T15:51:46.511799 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 517 799 Bayer Coves, Seanborough, NV 09978-7571
I, [2024-11-02T15:51:46.512074 #592]  INFO -- : Added item: Оренда: Ціна: 6741 грн, Адреса: Suite 517 799 Bayer Coves, Seanborough, NV 09978-7571, Площа: 155 м², Кімнат: 5, Зображення: images/saepe.jpg
I, [2024-11-02T15:51:46.513280 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 3540 Elizabet Light, West Wilsonshire, TN 18507
I, [2024-11-02T15:51:46.513522 #592]  INFO -- : Added item: Оренда: Ціна: 11588 грн, Адреса: 3540 Elizabet Light, West Wilsonshire, TN 18507, Площа: 103 м², Кімнат: 2, Зображення: images/eos.jpg
I, [2024-11-02T15:51:46.514320 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 685 92201 Schneider Ferry, Lolitaborough, CO 57100-7725
I, [2024-11-02T15:51:46.514612 #592]  INFO -- : Added item: Оренда: Ціна: 19835 грн, Адреса: Apt. 685 92201 Schneider Ferry, Lolitaborough, CO 57100-7725, Площа: 41 м², Кімнат: 4, Зображення: images/magni.jpg
I, [2024-11-02T15:51:46.515433 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 19747 Bethann Trail, Port Freeman, KY 33642
I, [2024-11-02T15:51:46.515658 #592]  INFO -- : Added item: Оренда: Ціна: 12889 грн, Адреса: 19747 Bethann Trail, Port Freeman, KY 33642, Площа: 197 м², Кімнат: 1, Зображення: images/est.jpg
I, [2024-11-02T15:51:46.516622 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 2124 Huels Loop, North Hankside, LA 37453
I, [2024-11-02T15:51:46.516830 #592]  INFO -- : Added item: Оренда: Ціна: 13617 грн, Адреса: 2124 Huels Loop, North Hankside, LA 37453, Площа: 135 м², Кімнат: 1, Зображення: images/earum.jpg
I, [2024-11-02T15:51:46.517138 #592]  INFO -- : Generated 10 test items
I, [2024-11-02T15:51:46.534502 #592]  INFO -- : Saved items to output/items.txt
I, [2024-11-02T15:51:46.535797 #592]  INFO -- : Saved items to output/items.csv
I, [2024-11-02T15:51:46.536808 #592]  INFO -- : Saved items to output/items.json
I, [2024-11-02T15:51:46.549284 #592]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-02T15:51:46.571534 #592]  INFO -- : Application started
I, [2024-11-02T15:51:46.604640 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 21144 Peter Harbors, West Dorthy, LA 67367-9804
I, [2024-11-02T15:51:46.605375 #592]  INFO -- : Створено об'єкт RentalItem: Оренда: Ціна: 15478 грн, Адреса: 21144 Peter Harbors, West Dorthy, LA 67367-9804, Площа: 58 м², Кімнат: 1, Зображення: images/dignissimos.jpg
I, [2024-11-02T15:51:46.608785 #592]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-02T15:51:46.611413 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 356 61910 Fay Curve, McKenzieton, ID 56808-0980
I, [2024-11-02T15:51:46.611771 #592]  INFO -- : Added item: Оренда: Ціна: 5980 грн, Адреса: Suite 356 61910 Fay Curve, McKenzieton, ID 56808-0980, Площа: 72 м², Кімнат: 2, Зображення: images/eum.jpg
I, [2024-11-02T15:51:46.616969 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 962 60068 Lindsay Forges, Jennetteberg, GA 42255-1136
I, [2024-11-02T15:51:46.617208 #592]  INFO -- : Added item: Оренда: Ціна: 18768 грн, Адреса: Apt. 962 60068 Lindsay Forges, Jennetteberg, GA 42255-1136, Площа: 82 м², Кімнат: 5, Зображення: images/quidem.jpg
I, [2024-11-02T15:51:46.618068 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 9048 Lucius Well, Hughtown, MT 25077
I, [2024-11-02T15:51:46.618219 #592]  INFO -- : Added item: Оренда: Ціна: 17550 грн, Адреса: 9048 Lucius Well, Hughtown, MT 25077, Площа: 186 м², Кімнат: 5, Зображення: images/laboriosam.jpg
I, [2024-11-02T15:51:46.619251 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 304 Bo Point, Lauraleetown, NJ 41877-2936
I, [2024-11-02T15:51:46.619370 #592]  INFO -- : Added item: Оренда: Ціна: 13909 грн, Адреса: 304 Bo Point, Lauraleetown, NJ 41877-2936, Площа: 60 м², Кімнат: 3, Зображення: images/dicta.jpg
I, [2024-11-02T15:51:46.620204 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 206 24995 Miles Isle, Schultzmouth, UT 00759
I, [2024-11-02T15:51:46.620406 #592]  INFO -- : Added item: Оренда: Ціна: 5330 грн, Адреса: Suite 206 24995 Miles Isle, Schultzmouth, UT 00759, Площа: 41 м², Кімнат: 1, Зображення: images/qui.jpg
I, [2024-11-02T15:51:46.622450 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 425 Nolan Vista, Jaimestad, MD 23363-1568
I, [2024-11-02T15:51:46.623406 #592]  INFO -- : Added item: Оренда: Ціна: 16041 грн, Адреса: 425 Nolan Vista, Jaimestad, MD 23363-1568, Площа: 121 м², Кімнат: 4, Зображення: images/ab.jpg
I, [2024-11-02T15:51:46.625490 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 72435 Jaime Centers, West Venessaview, GA 87764
I, [2024-11-02T15:51:46.625809 #592]  INFO -- : Added item: Оренда: Ціна: 17253 грн, Адреса: 72435 Jaime Centers, West Venessaview, GA 87764, Площа: 169 м², Кімнат: 3, Зображення: images/illum.jpg
I, [2024-11-02T15:51:46.627204 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 224 71453 Upton Crescent, Welchland, WA 09621-7860
I, [2024-11-02T15:51:46.627538 #592]  INFO -- : Added item: Оренда: Ціна: 9965 грн, Адреса: Apt. 224 71453 Upton Crescent, Welchland, WA 09621-7860, Площа: 135 м², Кімнат: 5, Зображення: images/saepe.jpg
I, [2024-11-02T15:51:46.628706 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 825 547 Charlena Plains, Lake Carsonchester, NH 74223-2071
I, [2024-11-02T15:51:46.628959 #592]  INFO -- : Added item: Оренда: Ціна: 17271 грн, Адреса: Apt. 825 547 Charlena Plains, Lake Carsonchester, NH 74223-2071, Площа: 145 м², Кімнат: 3, Зображення: images/et.jpg
I, [2024-11-02T15:51:46.630080 #592]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 682 Padberg Terrace, East Bobby, AR 86372-2012
I, [2024-11-02T15:51:46.630274 #592]  INFO -- : Added item: Оренда: Ціна: 15815 грн, Адреса: 682 Padberg Terrace, East Bobby, AR 86372-2012, Площа: 163 м², Кімнат: 4, Зображення: images/neque.jpg
I, [2024-11-02T15:51:46.630482 #592]  INFO -- : Generated 10 test items
I, [2024-11-02T15:51:46.646046 #592]  INFO -- : Saved items to output/items.txt
I, [2024-11-02T15:51:46.648229 #592]  INFO -- : Saved items to output/items.csv
I, [2024-11-02T15:51:46.649967 #592]  INFO -- : Saved items to output/items.json
I, [2024-11-02T15:51:46.656198 #592]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-02T16:44:01.149452 #74939]  INFO -- : Application started
I, [2024-11-02T16:44:01.689946 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 6269 Caryl Lodge, Donton, UT 20427
I, [2024-11-02T16:44:01.689988 #74939]  INFO -- : Створено об'єкт RentalItem: Оренда: Ціна: 9614 грн, Адреса: 6269 Caryl Lodge, Donton, UT 20427, Площа: 171 м², Кімнат: 3, Зображення: images/laudantium.jpg
I, [2024-11-02T16:44:01.690025 #74939]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-02T16:44:01.690270 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 193 342 Jacobson Roads, Rosendoville, WA 83242-8365
I, [2024-11-02T16:44:01.690285 #74939]  INFO -- : Added item: Оренда: Ціна: 7877 грн, Адреса: Apt. 193 342 Jacobson Roads, Rosendoville, WA 83242-8365, Площа: 123 м², Кімнат: 3, Зображення: images/et.jpg
I, [2024-11-02T16:44:01.690470 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 329 63374 Kuhlman Street, Hauckmouth, MS 73650
I, [2024-11-02T16:44:01.690480 #74939]  INFO -- : Added item: Оренда: Ціна: 6054 грн, Адреса: Suite 329 63374 Kuhlman Street, Hauckmouth, MS 73650, Площа: 120 м², Кімнат: 2, Зображення: images/non.jpg
I, [2024-11-02T16:44:01.690700 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 764 861 Bartoletti Via, Emmitthaven, TN 27833
I, [2024-11-02T16:44:01.690708 #74939]  INFO -- : Added item: Оренда: Ціна: 13038 грн, Адреса: Apt. 764 861 Bartoletti Via, Emmitthaven, TN 27833, Площа: 41 м², Кімнат: 5, Зображення: images/possimus.jpg
I, [2024-11-02T16:44:01.690942 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 684 190 Kozey Extension, West Miriam, RI 54705-3881
I, [2024-11-02T16:44:01.690950 #74939]  INFO -- : Added item: Оренда: Ціна: 19284 грн, Адреса: Apt. 684 190 Kozey Extension, West Miriam, RI 54705-3881, Площа: 166 м², Кімнат: 2, Зображення: images/voluptatem.jpg
I, [2024-11-02T16:44:01.691201 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 795 Dori Corner, North Wes, CA 14778-8234
I, [2024-11-02T16:44:01.691209 #74939]  INFO -- : Added item: Оренда: Ціна: 13679 грн, Адреса: 795 Dori Corner, North Wes, CA 14778-8234, Площа: 30 м², Кімнат: 1, Зображення: images/eum.jpg
I, [2024-11-02T16:44:01.691435 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 7541 Pfeffer Vista, New Thomastown, NM 97338-9773
I, [2024-11-02T16:44:01.691444 #74939]  INFO -- : Added item: Оренда: Ціна: 16737 грн, Адреса: 7541 Pfeffer Vista, New Thomastown, NM 97338-9773, Площа: 180 м², Кімнат: 5, Зображення: images/neque.jpg
I, [2024-11-02T16:44:01.691789 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 319 73219 Kihn Estates, North Charles, AZ 10456-3372
I, [2024-11-02T16:44:01.691798 #74939]  INFO -- : Added item: Оренда: Ціна: 9868 грн, Адреса: Apt. 319 73219 Kihn Estates, North Charles, AZ 10456-3372, Площа: 45 м², Кімнат: 1, Зображення: images/dolor.jpg
I, [2024-11-02T16:44:01.692051 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 926 910 Robbie Radial, Carisaton, NV 49889
I, [2024-11-02T16:44:01.692058 #74939]  INFO -- : Added item: Оренда: Ціна: 17474 грн, Адреса: Suite 926 910 Robbie Radial, Carisaton, NV 49889, Площа: 111 м², Кімнат: 5, Зображення: images/qui.jpg
I, [2024-11-02T16:44:01.692258 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 476 Leuschke Forges, Claudview, WI 26129-8053
I, [2024-11-02T16:44:01.692266 #74939]  INFO -- : Added item: Оренда: Ціна: 18213 грн, Адреса: 476 Leuschke Forges, Claudview, WI 26129-8053, Площа: 155 м², Кімнат: 4, Зображення: images/saepe.jpg
I, [2024-11-02T16:44:01.692529 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 362 85083 Mckinley Forges, New Anthonymouth, LA 26429-6687
I, [2024-11-02T16:44:01.692536 #74939]  INFO -- : Added item: Оренда: Ціна: 19898 грн, Адреса: Apt. 362 85083 Mckinley Forges, New Anthonymouth, LA 26429-6687, Площа: 63 м², Кімнат: 4, Зображення: images/est.jpg
I, [2024-11-02T16:44:01.692542 #74939]  INFO -- : Generated 10 test items
I, [2024-11-02T16:44:01.693514 #74939]  INFO -- : Saved items to output/items.txt
I, [2024-11-02T16:44:01.693897 #74939]  INFO -- : Saved items to output/items.csv
I, [2024-11-02T16:44:01.694046 #74939]  INFO -- : Saved items to output/items.json
I, [2024-11-02T16:44:01.695894 #74939]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-02T16:44:01.696445 #74939]  INFO -- : Application started
I, [2024-11-02T16:44:01.696735 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 444 905 Larson Causeway, New Ryan, KY 46439-2293
I, [2024-11-02T16:44:01.696748 #74939]  INFO -- : Створено об'єкт RentalItem: Оренда: Ціна: 16454 грн, Адреса: Apt. 444 905 Larson Causeway, New Ryan, KY 46439-2293, Площа: 162 м², Кімнат: 3, Зображення: images/ad.jpg
I, [2024-11-02T16:44:01.696766 #74939]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-02T16:44:01.697093 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 89681 Earleen Turnpike, Colliermouth, KS 79521-6191
I, [2024-11-02T16:44:01.697112 #74939]  INFO -- : Added item: Оренда: Ціна: 13509 грн, Адреса: 89681 Earleen Turnpike, Colliermouth, KS 79521-6191, Площа: 194 м², Кімнат: 3, Зображення: images/ut.jpg
I, [2024-11-02T16:44:01.697327 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 24076 Boyer Village, Rosenbaumfurt, ME 00563
I, [2024-11-02T16:44:01.697346 #74939]  INFO -- : Added item: Оренда: Ціна: 13242 грн, Адреса: 24076 Boyer Village, Rosenbaumfurt, ME 00563, Площа: 137 м², Кімнат: 4, Зображення: images/exercitationem.jpg
I, [2024-11-02T16:44:01.697581 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 639 Hilpert Circle, East Eulahland, SD 45129
I, [2024-11-02T16:44:01.697591 #74939]  INFO -- : Added item: Оренда: Ціна: 6763 грн, Адреса: 639 Hilpert Circle, East Eulahland, SD 45129, Площа: 108 м², Кімнат: 5, Зображення: images/qui.jpg
I, [2024-11-02T16:44:01.697942 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 239 65709 Gleason Rapid, Shawntachester, NE 60011
I, [2024-11-02T16:44:01.697953 #74939]  INFO -- : Added item: Оренда: Ціна: 11612 грн, Адреса: Suite 239 65709 Gleason Rapid, Shawntachester, NE 60011, Площа: 93 м², Кімнат: 3, Зображення: images/eum.jpg
I, [2024-11-02T16:44:01.698293 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 61408 Funk Squares, Lindseyburgh, HI 00823
I, [2024-11-02T16:44:01.698304 #74939]  INFO -- : Added item: Оренда: Ціна: 8284 грн, Адреса: 61408 Funk Squares, Lindseyburgh, HI 00823, Площа: 110 м², Кімнат: 3, Зображення: images/fuga.jpg
I, [2024-11-02T16:44:01.698567 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 856 6493 Troy Falls, South Antoine, UT 14295
I, [2024-11-02T16:44:01.698576 #74939]  INFO -- : Added item: Оренда: Ціна: 9053 грн, Адреса: Apt. 856 6493 Troy Falls, South Antoine, UT 14295, Площа: 114 м², Кімнат: 3, Зображення: images/accusantium.jpg
I, [2024-11-02T16:44:01.698814 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 348 Erik Trail, East Bob, TN 92960-6245
I, [2024-11-02T16:44:01.698822 #74939]  INFO -- : Added item: Оренда: Ціна: 8133 грн, Адреса: 348 Erik Trail, East Bob, TN 92960-6245, Площа: 48 м², Кімнат: 3, Зображення: images/maxime.jpg
I, [2024-11-02T16:44:01.699068 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 25183 Bennett Lights, Balistrerimouth, RI 78443
I, [2024-11-02T16:44:01.699087 #74939]  INFO -- : Added item: Оренда: Ціна: 6458 грн, Адреса: 25183 Bennett Lights, Balistrerimouth, RI 78443, Площа: 77 м², Кімнат: 5, Зображення: images/adipisci.jpg
I, [2024-11-02T16:44:01.699474 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 111 294 Wyman Islands, Garrettmouth, AL 00354
I, [2024-11-02T16:44:01.699486 #74939]  INFO -- : Added item: Оренда: Ціна: 18761 грн, Адреса: Suite 111 294 Wyman Islands, Garrettmouth, AL 00354, Площа: 58 м², Кімнат: 1, Зображення: images/et.jpg
I, [2024-11-02T16:44:01.699715 #74939]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 226 697 Larson Isle, East Millicent, ID 64752
I, [2024-11-02T16:44:01.699726 #74939]  INFO -- : Added item: Оренда: Ціна: 17112 грн, Адреса: Apt. 226 697 Larson Isle, East Millicent, ID 64752, Площа: 159 м², Кімнат: 1, Зображення: images/labore.jpg
I, [2024-11-02T16:44:01.699733 #74939]  INFO -- : Generated 10 test items
I, [2024-11-02T16:44:01.699908 #74939]  INFO -- : Saved items to output/items.txt
I, [2024-11-02T16:44:01.700050 #74939]  INFO -- : Saved items to output/items.csv
I, [2024-11-02T16:44:01.700245 #74939]  INFO -- : Saved items to output/items.json
I, [2024-11-02T16:44:01.701504 #74939]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-02T16:44:31.995116 #75009]  INFO -- : Application started
I, [2024-11-02T16:44:32.567648 #75009]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 17515 Cathy Port, Lake Duncanville, IN 03053
I, [2024-11-02T16:44:32.567690 #75009]  INFO -- : Створено об'єкт RentalItem: Оренда: Ціна: 9995 грн, Адреса: 17515 Cathy Port, Lake Duncanville, IN 03053, Площа: 36 м², Кімнат: 1, Зображення: images/dolores.jpg
I, [2024-11-02T16:44:32.567725 #75009]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-02T16:44:32.568000 #75009]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 352 Micheal Island, East Domingo, NY 80647-8289
I, [2024-11-02T16:44:32.568016 #75009]  INFO -- : Added item: Оренда: Ціна: 16419 грн, Адреса: 352 Micheal Island, East Domingo, NY 80647-8289, Площа: 112 м², Кімнат: 2, Зображення: images/dolores.jpg
I, [2024-11-02T16:44:32.568275 #75009]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 75675 Sherrie Fords, Rubintown, MA 11889
I, [2024-11-02T16:44:32.568286 #75009]  INFO -- : Added item: Оренда: Ціна: 7073 грн, Адреса: 75675 Sherrie Fords, Rubintown, MA 11889, Площа: 36 м², Кімнат: 3, Зображення: images/doloremque.jpg
I, [2024-11-02T16:44:32.568557 #75009]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 459 6307 Wm Station, Reginaberg, ND 64184
I, [2024-11-02T16:44:32.568566 #75009]  INFO -- : Added item: Оренда: Ціна: 18784 грн, Адреса: Suite 459 6307 Wm Station, Reginaberg, ND 64184, Площа: 156 м², Кімнат: 2, Зображення: images/sint.jpg
I, [2024-11-02T16:44:32.568781 #75009]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 50874 Marshall Island, Langchester, IL 02320-3317
I, [2024-11-02T16:44:32.568790 #75009]  INFO -- : Added item: Оренда: Ціна: 5873 грн, Адреса: 50874 Marshall Island, Langchester, IL 02320-3317, Площа: 126 м², Кімнат: 2, Зображення: images/nesciunt.jpg
I, [2024-11-02T16:44:32.569002 #75009]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 834 5356 Barrows Green, Dustyshire, VT 14144-2423
I, [2024-11-02T16:44:32.569011 #75009]  INFO -- : Added item: Оренда: Ціна: 18544 грн, Адреса: Suite 834 5356 Barrows Green, Dustyshire, VT 14144-2423, Площа: 55 м², Кімнат: 3, Зображення: images/veniam.jpg
I, [2024-11-02T16:44:32.569245 #75009]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Suite 326 1838 Stiedemann Estates, West Elmoshire, TN 58775-1595
I, [2024-11-02T16:44:32.569256 #75009]  INFO -- : Added item: Оренда: Ціна: 18430 грн, Адреса: Suite 326 1838 Stiedemann Estates, West Elmoshire, TN 58775-1595, Площа: 137 м², Кімнат: 3, Зображення: images/quia.jpg
I, [2024-11-02T16:44:32.569650 #75009]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою 498 Tammy Springs, Lake Wilmer, CT 64740
I, [2024-11-02T16:44:32.569660 #75009]  INFO -- : Added item: Оренда: Ціна: 8392 грн, Адреса: 498 Tammy Springs, Lake Wilmer, CT 64740, Площа: 80 м², Кімнат: 5, Зображення: images/vel.jpg
I, [2024-11-02T16:44:32.569922 #75009]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Apt. 583 946 Otis Mountains, West Ranaehaven, MS 50750
I, [2024-11-02T16:44:32.569930 #75009]  INFO -- : Added item: Оренда: Ціна: 9122 грн, Адреса: Apt. 583 946 Otis Mountains, West Ranaehaven, MS 50750, Площа: 166 м², Кімнат: 5, Зображення: images/quia.jpg
